participant,groupe,block,Augend,Addend,Response,True,accuracy,rt
19,2,3,G,5,L,t,1,"2,42551810003351"
19,2,3,D,3,H,t+1,1,"1,26477760006674"
19,2,3,G,3,K,t+1,1,"1,50216299993917"
19,2,3,G,4,K,t,1,"0,88225899997633"
19,2,3,D,5,J,t+1,1,"2,63891850004438"
19,2,3,J,3,M,t,1,"0,934385000029579"
19,2,3,J,4,N,t,1,"1,0167128999019"
19,2,3,G,2,I,t,1,"1,35205940005835"
19,2,3,D,4,I,t+1,1,"3,78544950007927"
19,2,3,J,5,P,t+1,0,"1,18658939993475"
19,2,3,G,5,M,t+1,1,"1,77950030006468"
19,2,3,D,2,F,t,1,"0,924144999939017"
19,2,3,D,3,G,t,1,"2,09574240003713"
19,2,3,J,2,M,t+1,0,"0,971970599959604"
19,2,3,D,2,F,t,1,"1,41370870009996"
19,2,3,G,4,K,t,1,"2,68501820007805"
19,2,3,D,5,J,t+1,1,"1,50677279999945"
19,2,3,D,3,G,t,1,"1,35071170004085"
19,2,3,G,2,I,t,0,"1,98446850001346"
19,2,3,J,4,N,t,1,"1,75289449992124"
19,2,3,D,4,I,t+1,1,"2,14641519996803"
19,2,3,J,3,M,t,1,"1,14988829998765"
19,2,3,G,3,K,t+1,1,"2,48708420002367"
19,2,3,J,5,P,t+1,1,"2,2759403999662"
19,2,3,J,2,M,t+1,1,"1,83407179999631"
19,2,3,G,5,M,t+1,0,"1,54473359999247"
19,2,3,G,2,J,t+1,1,"1,65870419994462"
19,2,3,D,5,I,t,1,"1,5853784000501"
19,2,3,G,4,L,t+1,1,"3,24913570005447"
19,2,3,J,2,L,t,1,"3,24069290002808"
19,2,3,D,2,G,t+1,1,"1,52816049999092"
19,2,3,J,3,N,t+1,1,"1,83520090009552"
19,2,3,G,3,J,t,1,"2,31420059991069"
19,2,3,J,4,O,t+1,1,"2,08601129997987"
19,2,3,J,5,O,t,1,"1,24261649989057"
19,2,3,G,5,L,t,1,"1,56863899994642"
19,2,3,D,3,H,t+1,1,"1,63445730006788"
19,2,3,D,4,H,t,1,"1,4250346000772"
19,2,3,G,3,J,t,1,"2,25616439990699"
19,2,3,J,4,O,t+1,0,"1,27027280000038"
19,2,3,D,4,H,t,1,"2,35484239994548"
19,2,3,J,3,N,t+1,0,"1,37405729992315"
19,2,3,D,2,G,t+1,1,"1,39050930005033"
19,2,3,G,5,L,t,1,"1,59949920000508"
19,2,3,J,5,O,t,1,"0,952587899984792"
19,2,3,J,2,L,t,1,"1,15314309997484"
19,2,3,G,2,J,t+1,1,"0,931443899986334"
19,2,3,D,3,H,t+1,1,"1,0938460000325"
19,2,3,D,5,I,t,1,"1,14645969995763"
19,2,3,G,4,L,t+1,1,"3,43771980004385"
19,2,3,D,4,I,t+1,1,"1,83596359996591"
19,2,3,D,2,F,t,0,"1,01125129999127"
19,2,3,J,4,N,t,1,"1,53922559996136"
19,2,3,G,5,M,t+1,1,"1,82183939998504"
19,2,3,J,5,P,t+1,1,"1,18821000005119"
19,2,3,D,5,J,t+1,1,"2,06933050008956"
19,2,3,G,4,K,t,1,"1,08245470002294"
19,2,3,J,3,M,t,1,"1,11965859995689"
19,2,3,D,3,G,t,0,"1,21885419997852"
19,2,3,G,2,I,t,1,"1,58601540001109"
19,2,3,G,3,K,t+1,1,"2,05067250004504"
19,2,3,J,2,M,t+1,1,"1,95309470000211"
20,2,0,D,5,J,t+1,1,"4,64888470000005"
20,2,0,D,4,I,t+1,1,"3,77593510000224"
20,2,0,G,4,K,t,1,"4,33008510000218"
20,2,0,D,3,G,t,1,"4,35831099999996"
20,2,0,G,5,M,t+1,1,"4,92878180000116"
20,2,0,G,2,I,t,1,"2,32469449999917"
20,2,0,J,4,N,t,1,"4,72046409999894"
20,2,0,G,3,K,t+1,1,"3,85332550000021"
20,2,0,J,5,P,t+1,1,"4,79493939999884"
20,2,0,J,3,M,t,1,"3,87755249999827"
20,2,0,J,2,M,t+1,1,"3,41109270000015"
20,2,0,D,2,F,t,1,"2,97126679999929"
20,2,0,D,4,H,t,1,"3,13291790000221"
20,2,0,G,3,J,t,1,"3,01626989999932"
20,2,0,J,2,L,t,1,"3,21668969999882"
20,2,0,J,3,N,t+1,1,"3,59949290000077"
20,2,0,G,5,L,t,1,"3,6801959000004"
20,2,0,D,2,G,t+1,1,"3,26213239999925"
20,2,0,G,4,L,t+1,1,"3,4844606000006"
20,2,0,J,4,O,t+1,1,"3,27384359999996"
20,2,0,J,5,O,t,1,"4,68034899999839"
20,2,0,D,5,I,t,1,"4,74231739999959"
20,2,0,D,3,H,t+1,1,"3,34615279999707"
20,2,0,G,2,J,t+1,1,"2,22945249999975"
20,2,0,D,5,J,t+1,1,"5,36454509999749"
20,2,0,G,5,M,t+1,1,"7,07127369999944"
20,2,0,J,2,M,t+1,1,"2,61479759999929"
20,2,0,G,4,K,t,1,"3,54319329999998"
20,2,0,D,2,F,t,1,"2,41015690000131"
20,2,0,J,4,N,t,1,"3,57818930000212"
20,2,0,G,3,K,t+1,1,"3,70042120000289"
20,2,0,G,2,I,t,1,"2,45692910000071"
20,2,0,D,4,I,t+1,1,"6,09538679999969"
20,2,0,J,3,M,t,1,"4,14883650000047"
20,2,0,D,3,G,t,1,"4,19275800000105"
20,2,0,J,5,P,t+1,1,"5,16156839999894"
20,2,0,D,5,I,t,1,"3,77310940000098"
20,2,0,D,4,H,t,1,"3,00750929999776"
20,2,0,D,2,G,t+1,1,"2,94306990000041"
20,2,0,G,5,L,t,1,"4,54665119999845"
20,2,0,J,4,O,t+1,1,"5,11763359999895"
20,2,0,G,4,L,t+1,1,"5,67397150000033"
20,2,0,D,3,H,t+1,1,"2,56120530000044"
20,2,0,J,2,L,t,1,"3,45968100000027"
20,2,0,J,5,O,t,1,"6,37779099999898"
20,2,0,J,3,N,t+1,1,"2,78022010000132"
20,2,0,G,2,J,t+1,1,"2,06243330000143"
20,2,0,G,3,J,t,1,"2,21208060000208"
20,2,0,G,4,K,t,1,"5,22018709999975"
20,2,0,J,3,M,t,1,"3,85283440000058"
20,2,0,G,2,I,t,1,"2,43519540000125"
20,2,0,D,2,F,t,1,"1,61889769999834"
20,2,0,G,5,M,t+1,1,"4,05019629999879"
20,2,0,G,3,K,t+1,1,"2,88087629999791"
20,2,0,D,3,G,t,1,"7,29452450000099"
20,2,0,J,5,P,t+1,1,"5,97229829999924"
20,2,0,D,5,J,t+1,1,"3,6556700000001"
20,2,0,J,4,N,t,1,"4,34180259999994"
20,2,0,D,4,I,t+1,1,"4,56139570000232"
20,2,0,J,2,M,t+1,1,"2,95667729999695"
20,2,0,G,5,L,t,1,"3,28639230000044"
20,2,0,D,2,G,t+1,1,"1,89146270000128"
20,2,0,J,5,O,t,1,"4,28839249999874"
20,2,0,G,2,J,t+1,1,"3,51835199999914"
20,2,0,J,3,N,t+1,1,"3,25779610000245"
20,2,0,J,2,L,t,1,"2,68094510000083"
20,2,0,D,5,I,t,1,"3,38988830000017"
20,2,0,G,4,L,t+1,1,"4,32752270000128"
20,2,0,J,4,O,t+1,1,"4,01154949999909"
20,2,0,D,3,H,t+1,1,"4,15581779999775"
20,2,0,D,4,H,t,1,"2,59900109999944"
20,2,0,G,3,J,t,1,"3,48779000000286"
20,2,1,J,4,N,t,1,"4,48621509999794"
20,2,1,D,3,G,t,1,"3,47552949999954"
20,2,1,G,3,K,t+1,1,"2,56954939999923"
20,2,1,D,2,F,t,1,"1,49905830000353"
20,2,1,D,5,J,t+1,1,"3,99196920000031"
20,2,1,J,5,P,t+1,0,"3,8009404000004"
20,2,1,J,3,M,t,1,"3,56175589999839"
20,2,1,G,2,I,t,1,"4,31669400000101"
20,2,1,D,4,I,t+1,1,"2,92848629999935"
20,2,1,G,5,M,t+1,1,"4,13998179999908"
20,2,1,G,4,K,t,1,"4,55119769999874"
20,2,1,J,2,M,t+1,1,"2,61835520000022"
20,2,1,J,2,L,t,1,"2,19406969999909"
20,2,1,J,3,N,t+1,1,"3,53063389999807"
20,2,1,D,5,I,t,1,"3,30229709999912"
20,2,1,J,5,O,t,1,"3,6753248999994"
20,2,1,D,3,H,t+1,1,"3,01725559999977"
20,2,1,J,4,O,t+1,1,"3,74501059999966"
20,2,1,G,2,J,t+1,1,"2,34016849999898"
20,2,1,G,5,L,t,1,"3,15045870000176"
20,2,1,G,3,J,t,1,"4,85735379999824"
20,2,1,D,2,G,t+1,1,"2,33625720000055"
20,2,1,G,4,L,t+1,1,"3,37164540000231"
20,2,1,D,4,H,t,1,"3,38860790000035"
20,2,1,D,5,I,t,1,"3,15803270000106"
20,2,1,J,5,O,t,1,"3,88884260000123"
20,2,1,J,2,L,t,1,"2,03013009999995"
20,2,1,D,4,H,t,1,"9,10148910000134"
20,2,1,D,3,H,t+1,1,"3,25146659999882"
20,2,1,J,3,N,t+1,1,"12,1860269999997"
20,2,1,G,2,J,t+1,1,"4,33431579999888"
20,2,1,D,2,G,t+1,1,"2,0818849999996"
20,2,1,G,4,L,t+1,1,"6,90313379999861"
20,2,1,G,3,J,t,1,"4,80549709999832"
20,2,1,G,5,L,t,1,"3,43756339999891"
20,2,1,J,4,O,t+1,1,"15,0206149000005"
20,2,1,G,4,K,t,1,"3,92119610000009"
20,2,1,J,2,M,t+1,1,"4,06864969999879"
20,2,1,D,2,F,t,1,"4,91516970000157"
20,2,1,J,4,N,t,1,"7,91147809999893"
20,2,1,D,3,G,t,1,"2,86193079999794"
20,2,1,D,5,J,t+1,1,"8,39573790000213"
20,2,1,G,5,M,t+1,1,"6,11060060000091"
20,2,1,J,5,P,t+1,1,"9,9004786000005"
20,2,1,J,3,M,t,1,"6,53921999999875"
20,2,1,D,4,I,t+1,0,"3,79922839999927"
20,2,1,G,2,I,t,1,"2,29565670000011"
20,2,1,G,3,K,t+1,1,"3,46919189999971"
20,2,1,G,3,J,t,1,"2,12271690000125"
20,2,1,J,2,L,t,1,"3,83799760000329"
20,2,1,G,5,L,t,1,"5,32596019999983"
20,2,1,G,4,L,t+1,1,"4,45782589999726"
20,2,1,D,2,G,t+1,1,"4,51263430000108"
20,2,1,G,2,J,t+1,1,"3,04526550000082"
20,2,1,D,4,H,t,1,"3,96482470000046"
20,2,1,D,3,H,t+1,1,"2,97584640000059"
20,2,1,D,5,I,t,1,"4,28894810000202"
20,2,1,J,5,O,t,1,"6,59069069999896"
20,2,1,J,3,N,t+1,1,"9,99301109999942"
20,2,1,J,4,O,t+1,1,"1,86828690000039"
20,2,1,J,4,N,t,1,"3,33746790000078"
20,2,1,G,5,M,t+1,1,"3,66904719999729"
20,2,1,D,4,I,t+1,1,"5,01036699999895"
20,2,1,D,2,F,t,1,"2,92372659999819"
20,2,1,D,3,G,t,1,"1,68781239999953"
20,2,1,J,5,P,t+1,1,"8,19562790000055"
20,2,1,J,3,M,t,1,"10,0784870999996"
20,2,1,D,5,J,t+1,1,"4,19090610000058"
20,2,1,G,3,K,t+1,1,"2,99227780000001"
20,2,1,J,2,M,t+1,1,"5,23293759999797"
20,2,1,G,2,I,t,1,"2,95288900000014"
20,2,1,G,4,K,t,1,"3,01168650000182"
20,2,2,D,5,J,t+1,1,"4,02405460000227"
20,2,2,J,5,P,t+1,1,"7,79177089999939"
20,2,2,D,3,G,t,1,"2,19458220000161"
20,2,2,G,2,I,t,1,"2,63592399999834"
20,2,2,J,4,N,t,1,"7,2741380999978"
20,2,2,G,3,K,t+1,1,"2,53729309999835"
20,2,2,D,4,I,t+1,0,"2,82071279999946"
20,2,2,J,2,M,t+1,1,"1,89991190000001"
20,2,2,G,5,M,t+1,1,"6,64809760000208"
20,2,2,J,3,M,t,1,"4,62335349999921"
20,2,2,G,4,K,t,1,"3,31956039999932"
20,2,2,D,2,F,t,1,"1,59611700000096"
20,2,2,J,2,L,t,1,"3,49262350000208"
20,2,2,D,2,G,t+1,1,"2,07373860000007"
20,2,2,G,3,J,t,1,"5,65494659999968"
20,2,2,D,3,H,t+1,1,"2,74238389999664"
20,2,2,G,4,L,t+1,1,"3,95302489999813"
20,2,2,J,5,O,t,1,"4,28380180000022"
20,2,2,G,2,J,t+1,1,"3,74503899999763"
20,2,2,J,3,N,t+1,1,"4,16475270000228"
20,2,2,J,4,O,t+1,1,"3,03180060000159"
20,2,2,G,5,L,t,1,"5,24674669999877"
20,2,2,D,4,H,t,1,"2,91054160000203"
20,2,2,D,5,I,t,1,"4,4115907000014"
20,2,2,G,4,K,t,1,"3,87644839999848"
20,2,2,D,5,J,t+1,1,"4,13850159999856"
20,2,2,G,3,K,t+1,1,"3,98158139999941"
20,2,2,J,5,P,t+1,1,"3,65565190000052"
20,2,2,D,2,F,t,1,"1,58222939999905"
20,2,2,G,2,I,t,1,"5,11139100000219"
20,2,2,D,3,G,t,1,"2,60492410000006"
20,2,2,D,4,I,t+1,1,"2,9089705999977"
20,2,2,J,2,M,t+1,1,"5,83364349999829"
20,2,2,J,3,M,t,1,"4,40111139999863"
20,2,2,G,5,M,t+1,1,"4,63447910000105"
20,2,2,J,4,N,t,1,"2,75378550000096"
20,2,2,J,3,N,t+1,1,"4,87626140000066"
20,2,2,G,2,J,t+1,1,"1,97029800000018"
20,2,2,D,5,I,t,1,"3,81965499999933"
20,2,2,J,4,O,t+1,1,"2,1321981000001"
20,2,2,G,3,J,t,1,"2,0786397999982"
20,2,2,J,2,L,t,1,"1,4520517000019"
20,2,2,D,3,H,t+1,1,"2,88995740000246"
20,2,2,G,5,L,t,1,"3,20764400000189"
20,2,2,J,5,O,t,1,"2,4322800000009"
20,2,2,G,4,L,t+1,1,"2,91113969999788"
20,2,2,D,2,G,t+1,1,"2,14785029999985"
20,2,2,D,4,H,t,0,"2,98234200000297"
20,2,2,J,2,M,t+1,1,"5,80807180000193"
20,2,2,J,3,M,t,1,"7,5533319999995"
20,2,2,D,4,I,t+1,1,"6,90917089999857"
20,2,2,G,2,I,t,1,"5,25095010000223"
20,2,2,D,3,G,t,1,"5,73835020000115"
20,2,2,G,5,M,t+1,1,"2,98183600000266"
20,2,2,G,3,K,t+1,1,"2,64807540000038"
20,2,2,D,2,F,t,1,"1,84721319999881"
20,2,2,D,5,J,t+1,1,"3,27706210000179"
20,2,2,J,4,N,t,1,"2,69167920000109"
20,2,2,G,4,K,t,1,"2,67983520000053"
20,2,2,J,5,P,t+1,1,"2,98993519999931"
20,2,2,D,4,H,t,1,"5,5830438999983"
20,2,2,G,5,L,t,1,"2,37670740000249"
20,2,2,D,3,H,t+1,1,"6,49784780000118"
20,2,2,G,4,L,t+1,1,"2,62448150000273"
20,2,2,G,3,J,t,1,"2,51956090000022"
20,2,2,G,2,J,t+1,1,"1,49993379999796"
20,2,2,D,2,G,t+1,1,"2,01597820000097"
20,2,2,D,5,I,t,1,"3,03973390000101"
20,2,2,J,4,O,t+1,1,"2,47066429999904"
20,2,2,J,5,O,t,1,"3,48375079999823"
20,2,2,J,2,L,t,1,"2,96949419999874"
20,2,2,J,3,N,t+1,1,"1,57892290000018"
20,2,3,G,5,M,t+1,1,"2,61320370000249"
20,2,3,G,2,I,t,1,"1,30195670000103"
20,2,3,D,3,G,t,1,"3,06599619999906"
20,2,3,G,4,K,t,1,"2,15962860000218"
20,2,3,J,2,M,t+1,1,"1,98531139999977"
20,2,3,J,4,N,t,1,"2,35390170000028"
20,2,3,J,3,M,t,1,"2,07678790000136"
20,2,3,D,5,J,t+1,1,"5,64210719999755"
20,2,3,D,2,F,t,1,"1,68126580000171"
20,2,3,J,5,P,t+1,1,"2,64710040000136"
20,2,3,D,4,I,t+1,0,"4,39745700000276"
20,2,3,G,3,K,t+1,1,"3,00790920000145"
20,2,3,G,3,J,t,1,"1,89582789999986"
20,2,3,D,3,H,t+1,1,"2,82828259999951"
20,2,3,D,5,I,t,1,"3,24455400000079"
20,2,3,G,5,L,t,1,"2,91543059999822"
20,2,3,J,4,O,t+1,1,"2,80784459999995"
20,2,3,J,2,L,t,1,"1,52044920000117"
20,2,3,G,2,J,t+1,1,"2,95482759999868"
20,2,3,J,3,N,t+1,1,"2,14131190000262"
20,2,3,D,4,H,t,1,"3,22446579999814"
20,2,3,J,5,O,t,0,"3,33599920000052"
20,2,3,G,4,L,t+1,1,"4,11549529999684"
20,2,3,D,2,G,t+1,1,"1,9280605999993"
20,2,3,D,2,F,t,1,"1,59574330000032"
20,2,3,D,5,J,t+1,1,"4,14000509999823"
20,2,3,D,4,I,t+1,1,"3,19899019999866"
20,2,3,J,2,M,t+1,1,"1,72118200000114"
20,2,3,J,3,M,t,1,"2,59555790000013"
20,2,3,G,3,K,t+1,1,"2,6291612999994"
20,2,3,J,5,P,t+1,1,"3,34830590000274"
20,2,3,G,5,M,t+1,1,"3,61504419999983"
20,2,3,J,4,N,t,1,"3,42446410000048"
20,2,3,D,3,G,t,1,"3,17561500000011"
20,2,3,G,4,K,t,1,"3,50565279999864"
20,2,3,G,2,I,t,1,"1,87070499999754"
20,2,3,G,4,L,t+1,1,"4,98778370000218"
20,2,3,J,4,O,t+1,1,"2,64534099999946"
20,2,3,J,5,O,t,1,"4,55644459999894"
20,2,3,D,4,H,t,1,"3,01498670000001"
20,2,3,J,3,N,t+1,1,"2,68798389999938"
20,2,3,D,5,I,t,1,"4,02831530000185"
20,2,3,D,3,H,t+1,1,"2,45287189999726"
20,2,3,J,2,L,t,1,"1,563063900001"
20,2,3,G,5,L,t,1,"2,94841710000037"
20,2,3,D,2,G,t+1,1,"2,8161446999984"
20,2,3,G,2,J,t+1,1,"1,84752990000197"
20,2,3,G,3,J,t,1,"1,75845300000219"
20,2,3,D,5,J,t+1,1,"3,80858389999776"
20,2,3,J,4,N,t,1,"3,10474170000089"
20,2,3,D,3,G,t,1,"2,34861359999923"
20,2,3,G,4,K,t,1,"2,83244310000009"
20,2,3,G,2,I,t,1,"3,16814470000099"
20,2,3,G,5,M,t+1,1,"2,89702709999983"
20,2,3,D,2,F,t,1,"1,67810699999973"
20,2,3,D,4,I,t+1,1,"3,51584100000036"
20,2,3,G,3,K,t+1,1,"3,31163379999998"
20,2,3,J,5,P,t+1,1,"3,03620429999864"
20,2,3,J,3,M,t,1,"2,14674130000276"
20,2,3,J,2,M,t+1,1,"1,71034479999798"
20,2,3,D,5,I,t,1,"4,22616019999987"
20,2,3,D,3,H,t+1,1,"2,45860689999972"
20,2,3,G,4,L,t+1,1,"2,38400619999811"
20,2,3,J,5,O,t,1,"3,12881079999715"
20,2,3,G,2,J,t+1,1,"2,90831329999855"
20,2,3,J,2,L,t,1,"1,55300789999819"
20,2,3,G,3,J,t,1,"2,73896290000266"
20,2,3,D,4,H,t,1,"2,66218070000105"
20,2,3,D,2,G,t+1,1,"3,58786830000099"
20,2,3,G,5,L,t,1,"3,50985520000177"
20,2,3,J,4,O,t+1,1,"3,49013299999933"
20,2,3,J,3,N,t+1,1,"1,79081360000055"
21,1,0,F,3,I,t,1,"2,96478630000274"
21,1,0,F,4,K,t+1,1,"3,91967099999965"
21,1,0,C,3,G,t+1,1,"3,02668309999717"
21,1,0,F,5,K,t,1,"3,38712980000128"
21,1,0,I,2,L,t+1,1,"3,45198149999851"
21,1,0,I,4,M,t,0,"3,41828689999966"
21,1,0,C,5,I,t+1,1,"6,2667607000003"
21,1,0,F,2,I,t+1,1,"3,03292580000198"
21,1,0,I,5,N,t,1,"5,0807653999982"
21,1,0,I,3,M,t+1,1,"3,99079549999806"
21,1,0,C,4,G,t,1,"2,90366989999893"
21,1,0,C,2,E,t,1,"2,19688809999934"
21,1,0,F,3,J,t+1,1,"3,20512159999998"
21,1,0,F,4,J,t,1,"2,66148590000012"
21,1,0,I,2,K,t,1,"2,46055759999945"
21,1,0,F,2,H,t,1,"1,7376992999998"
21,1,0,C,3,F,t,1,"1,84469779999927"
21,1,0,C,2,F,t+1,1,"2,00391959999979"
21,1,0,F,5,L,t+1,1,"4,01954990000013"
21,1,0,I,3,L,t,1,"2,33106820000103"
21,1,0,I,5,O,t+1,1,"4,01490550000017"
21,1,0,C,5,H,t,1,"2,86383049999859"
21,1,0,C,4,H,t+1,1,"3,3018591"
21,1,0,I,4,N,t+1,1,"3,45856980000099"
21,1,0,F,3,I,t,1,"1,77697239999907"
21,1,0,I,2,L,t+1,1,"3,41800100000182"
21,1,0,C,3,G,t+1,1,"2,94691199999943"
21,1,0,C,4,G,t,1,"3,54910739999832"
21,1,0,I,5,N,t,1,"3,14383400000224"
21,1,0,C,2,E,t,1,"1,72290400000202"
21,1,0,I,4,M,t,1,"2,33422079999946"
21,1,0,F,5,K,t,1,"4,59289500000159"
21,1,0,I,3,M,t+1,1,"5,18712749999759"
21,1,0,F,4,K,t+1,1,"3,60457250000036"
21,1,0,F,2,I,t+1,1,"2,2286967"
21,1,0,C,5,I,t+1,1,"4,54885469999863"
21,1,0,C,5,H,t,1,"4,6234097000015"
21,1,0,C,3,F,t,1,"1,93600060000244"
21,1,0,C,4,H,t+1,1,"4,36254759999792"
21,1,0,F,3,J,t+1,1,"2,52576360000239"
21,1,0,C,2,F,t+1,1,"1,86491910000041"
21,1,0,I,2,K,t,1,"2,32669969999915"
21,1,0,F,4,J,t,1,"5,23489770000015"
21,1,0,I,5,O,t+1,1,"4,20982770000046"
21,1,0,I,4,N,t+1,1,"3,17053139999916"
21,1,0,I,3,L,t,1,"1,67688869999984"
21,1,0,F,2,H,t,1,"3,74614879999717"
21,1,0,F,5,L,t+1,1,"3,78958620000049"
21,1,0,F,4,J,t,1,"2,6946308000006"
21,1,0,I,4,N,t+1,1,"4,22730099999899"
21,1,0,F,5,L,t+1,1,"4,09922170000209"
21,1,0,C,5,H,t,1,"3,48824619999868"
21,1,0,C,4,H,t+1,1,"3,15806840000005"
21,1,0,I,3,L,t,1,"1,85606520000147"
21,1,0,C,3,F,t,1,"1,42199149999942"
21,1,0,F,3,J,t+1,1,"2,20568220000132"
21,1,0,I,2,K,t,1,"1,24491929999931"
21,1,0,F,2,H,t,1,"1,30827190000127"
21,1,0,C,2,F,t+1,1,"2,15136210000128"
21,1,0,I,5,O,t+1,1,"5,75386149999758"
21,1,0,F,5,K,t,1,"3,90124939999805"
21,1,0,C,2,E,t,1,"1,68138829999953"
21,1,0,F,2,I,t+1,1,"2,16736729999684"
21,1,0,F,3,I,t,1,"4,33671699999832"
21,1,0,I,5,N,t,1,"3,09944289999839"
21,1,0,I,4,M,t,1,"3,1527602999995"
21,1,0,I,3,M,t+1,1,"4,13041279999743"
21,1,0,I,2,L,t+1,1,"1,97499550000066"
21,1,0,C,3,G,t+1,1,"2,02384330000132"
21,1,0,C,5,I,t+1,1,"3,44790000000285"
21,1,0,F,4,K,t+1,1,"2,83049129999927"
21,1,0,C,4,G,t,1,"1,95083339999837"
21,1,1,I,3,M,t+1,1,"2,80163899999752"
21,1,1,I,4,M,t,1,"2,44969409999976"
21,1,1,I,5,N,t,1,"3,68069330000071"
21,1,1,C,3,G,t+1,1,"2,19815340000059"
21,1,1,F,5,K,t,1,"2,67057529999875"
21,1,1,I,2,L,t+1,1,"1,98842359999981"
21,1,1,C,5,I,t+1,1,"3,18891269999949"
21,1,1,C,4,G,t,0,"2,91825310000058"
21,1,1,C,2,E,t,1,"2,13812160000089"
21,1,1,F,3,I,t,1,"3,22115050000139"
21,1,1,F,4,K,t+1,1,"3,56436799999938"
21,1,1,F,2,I,t+1,1,"2,98346759999913"
21,1,1,I,3,L,t,1,"2,37688139999955"
21,1,1,C,3,F,t,1,"1,52226739999969"
21,1,1,F,5,L,t+1,1,"3,62857190000068"
21,1,1,F,4,J,t,1,"2,73306650000086"
21,1,1,C,5,H,t,1,"3,5840105999996"
21,1,1,I,5,O,t+1,1,"3,37765399999989"
21,1,1,C,2,F,t+1,1,"2,14694470000177"
21,1,1,I,2,K,t,1,"1,39796209999986"
21,1,1,C,4,H,t+1,1,"2,71080989999973"
21,1,1,F,3,J,t+1,1,"4,08231630000228"
21,1,1,F,2,H,t,1,"2,21623750000072"
21,1,1,I,4,N,t+1,1,"2,62322149999818"
21,1,1,C,4,H,t+1,1,"3,01499120000153"
21,1,1,C,2,F,t+1,0,"2,07951700000194"
21,1,1,I,2,K,t,1,"2,09313509999993"
21,1,1,F,2,H,t,1,"1,70570359999692"
21,1,1,C,5,H,t,1,"3,22186560000046"
21,1,1,I,5,O,t+1,1,"3,94096259999787"
21,1,1,I,3,L,t,1,"1,51252050000039"
21,1,1,F,5,L,t+1,1,"4,3407987999999"
21,1,1,F,3,J,t+1,1,"4,34401670000079"
21,1,1,F,4,J,t,1,"2,53150370000003"
21,1,1,I,4,N,t+1,1,"2,86298829999942"
21,1,1,C,3,F,t,1,"2,35770029999912"
21,1,1,C,5,I,t+1,1,"4,04755940000177"
21,1,1,C,2,E,t,1,"1,49497689999771"
21,1,1,F,4,K,t+1,1,"4,01129779999974"
21,1,1,I,4,M,t,1,"2,98004169999695"
21,1,1,I,2,L,t+1,1,"1,97410060000038"
21,1,1,F,3,I,t,1,"1,88760700000057"
21,1,1,C,4,G,t,1,"3,22859799999787"
21,1,1,F,2,I,t+1,1,"2,45178909999959"
21,1,1,F,5,K,t,1,"3,52197779999915"
21,1,1,I,3,M,t+1,1,"2,60606840000037"
21,1,1,C,3,G,t+1,1,"2,51850869999907"
21,1,1,I,5,N,t,1,"2,36187159999827"
21,1,1,I,3,M,t+1,1,"2,25261310000133"
21,1,1,I,2,L,t+1,1,"2,0577188999996"
21,1,1,C,5,I,t+1,1,"3,00042340000073"
21,1,1,F,2,I,t+1,1,"2,4003014000009"
21,1,1,I,5,N,t,1,"2,43320889999814"
21,1,1,C,3,G,t+1,1,"2,09544679999817"
21,1,1,I,4,M,t,1,"1,91610600000058"
21,1,1,F,5,K,t,1,"2,19197829999757"
21,1,1,C,2,E,t,1,"1,03355670000019"
21,1,1,C,4,G,t,1,"1,96766710000156"
21,1,1,F,3,I,t,1,"1,97685619999902"
21,1,1,F,4,K,t+1,1,"2,9139574999972"
21,1,1,F,2,H,t,1,"1,23899589999928"
21,1,1,F,4,J,t,1,"2,21314039999925"
21,1,1,C,4,H,t+1,1,"3,25316340000063"
21,1,1,C,2,F,t+1,1,"1,72407400000157"
21,1,1,I,5,O,t+1,1,"3,31172220000008"
21,1,1,I,3,L,t,1,"1,32394370000111"
21,1,1,C,5,H,t,1,"2,52690849999999"
21,1,1,I,2,K,t,1,"1,82672530000127"
21,1,1,F,5,L,t+1,1,"2,83372809999855"
21,1,1,F,3,J,t+1,1,"1,96070300000065"
21,1,1,C,3,F,t,1,"1,48297900000034"
21,1,1,I,4,N,t+1,1,"2,8403341000012"
21,1,2,F,3,J,t+1,1,"2,47459639999943"
21,1,2,F,5,L,t+1,1,"5,6633683"
21,1,2,F,4,J,t,1,"2,95908630000122"
21,1,2,C,2,F,t+1,1,"2,09676780000154"
21,1,2,F,2,H,t,1,"1,85411329999988"
21,1,2,I,4,N,t+1,1,"2,86831909999819"
21,1,2,C,3,F,t,1,"1,1775020999994"
21,1,2,C,5,H,t,1,"2,57832200000121"
21,1,2,I,3,L,t,1,"1,41258050000033"
21,1,2,I,5,O,t+1,1,"2,5717661000017"
21,1,2,C,4,H,t+1,1,"2,35738149999816"
21,1,2,I,2,K,t,1,"1,49574310000025"
21,1,2,F,5,K,t,1,"2,50822999999946"
21,1,2,F,3,I,t,1,"3,624423199999"
21,1,2,C,3,G,t+1,1,"2,37681959999827"
21,1,2,I,2,L,t+1,1,"1,67430899999818"
21,1,2,I,3,M,t+1,1,"4,54353659999833"
21,1,2,C,2,E,t,1,"1,05879249999998"
21,1,2,C,5,I,t+1,1,"3,02452449999692"
21,1,2,I,5,N,t,1,"2,60802880000119"
21,1,2,C,4,G,t,1,"2,89685519999694"
21,1,2,I,4,M,t,1,"1,78123520000008"
21,1,2,F,4,K,t+1,1,"2,99929899999916"
